,POLICY_BEGIN_MONTH,POLICY_END_MONTH,POLICY_SALES_CHANNEL,POLICY_SALES_CHANNEL_GROUP,POLICY_BRANCH,POLICY_MIN_AGE,POLICY_MIN_DRIVING_EXPERIENCE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_ENGINE_POWER,VEHICLE_IN_CREDIT,VEHICLE_SUM_INSURED,POLICY_INTERMEDIARY,INSURER_GENDER,POLICY_CLM_N,POLICY_CLM_GLT_N,POLICY_PRV_CLM_N,POLICY_PRV_CLM_GLT_N,CLIENT_HAS_DAGO,CLIENT_HAS_OSAGO,POLICY_COURT_SIGN,CLAIM_AVG_ACC_ST_PRD,POLICY_HAS_COMPLAINTS,POLICY_YEARS_RENEWED_N,POLICY_DEDUCT_VALUE,CLIENT_REGISTRATION_REGION,POLICY_PRICE_CHANGE
20194,11,11,8,4,Санкт-Петербург,27,9,Land Rover,Range Rover Sport,248.0,0,3083200.0,94,M,0,0,0,0,0,0,0,0.0,0,1,0.0,Санкт-Петербург,0.04
20215,10,10,55,6,Москва,67,4,Hyundai,Getz,97.0,0,254000.0,1096,F,1S,1S,2,2,0,1,0,10.0,0,4,0.0,Москва,0.0
20220,11,11,53,6,Москва,37,9,Renault,Duster,102.0,0,664542.0,528,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Москва,-1.0
20230,8,8,52,6,Москва,23,0,Honda,CR-V,190.0,0,1132215.0,1362,M,0,0,0,0,0,1,0,0.0,0,1,50000.0,Московская,-0.51
20233,8,8,59,3,Санкт-Петербург,57,14,Fiat,Ducato,120.0,0,974980.0,454,M,1S,1S,0,0,1,0,0,0.0,0,1,0.0,Ленинградская,0.6
20234,12,12,53,6,Москва,36,17,Hyundai,ix35,150.0,1,1083000.0,363,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Московская,-0.45
20235,11,11,17,1,Москва,45,28,Kia,Ceed,129.0,0,722000.0,627,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Московская,0.02
20238,3,3,10,1,Москва,35,15,Audi,Q5,239.0,0,1226907.0,1139,F,0,0,0,0,0,0,0,0.0,0,5,0.0,Московская,0.0
20244,12,12,53,6,Санкт-Петербург,45,9,Hyundai,Solaris,107.0,1,500000.0,1200,F,0,0,0,0,1,0,0,0.0,0,1,0.0,Ленинградская,0.09
20251,12,12,52,6,Москва,53,9,Toyota,RAV4,146.0,1,870471.0,910,M,0,0,0,0,0,0,0,0.0,0,1,0.0,Москва,0.01
20252,12,12,52,6,Москва,43,8,Ford,Mondeo,145.0,0,577813.0,910,M,0,0,0,0,1,0,0,0.0,0,2,37500.0,Москва,0.04
20257,12,12,53,6,Москва,48,28,Lada,Largus,105.0,0,313510.0,N,M,0,0,0,0,0,1,0,0.0,0,2,0.0,Воронежская,0.04
20259,11,11,52,6,Москва,41,11,Mazda,CX-7,238.0,0,789514.0,N,M,0,0,1L,1L,0,1,0,0.0,0,5,15000.0,Москва,0.04
20264,12,12,52,6,Москва,30,3,Ford,Focus,125.0,1,491385.0,910,M,0,0,0,0,0,1,0,0.0,0,2,0.0,Московская,0.05
20270,1,1,53,6,Москва,45,24,Mitsubishi,Outlander,167.0,1,991623.0,1221,M,0,0,0,0,0,0,0,0.0,0,1,0.0,Москва,-0.21
20272,1,1,53,6,Москва,40,8,Kia,Sportage,150.0,1,1067554.0,1221,M,0,0,1S,1S,1,0,0,0.0,0,1,0.0,Москва,-0.04
20275,8,8,52,6,Санкт-Петербург,28,6,Mitsubishi,Lancer X,109.0,0,500000.0,230,M,0,0,N,N,0,1,0,0.0,0,0,50000.0,Санкт-Петербург,-0.18
20279,12,12,52,6,Санкт-Петербург,27,5,BMW,1-series,136.0,0,1148000.0,1223,F,0,0,N,N,0,0,0,0.0,0,0,30000.0,Санкт-Петербург,-0.3
20280,12,12,53,6,Москва,36,7,Hyundai,ix35,150.0,0,1178900.0,289,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Москва,0.15
20287,12,12,52,6,Санкт-Петербург,30,6,Renault,Fluence,137.0,1,615000.0,1096,M,0,0,1S,0,1,1,0,0.0,0,1,15000.0,Санкт-Петербург,-0.23
20288,1,1,50,5,Санкт-Петербург,34,6,Kia,Ceed,122.0,0,502537.0,N,M,0,0,0,0,1,1,0,0.0,0,3,10000.0,Санкт-Петербург,0.05
20299,4,4,53,6,Москва,55,37,Toyota,RAV4,146.0,0,1015119.0,272,M,2,2,0,0,1,1,0,2.5,0,1,0.0,Москва,-0.23
20301,12,12,53,6,Москва,46,21,Kia,Sorento,197.0,1,1638300.0,1221,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,-0.3
20304,12,12,50,5,Москва,34,5,Kia,Sportage,150.0,0,800000.0,N,F,0,0,N,N,0,1,0,0.0,0,0,10000.0,Москва,-0.48
20305,8,8,53,6,Санкт-Петербург,41,1,Kia,Cerato,130.0,1,764900.0,1357,F,0,0,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,0.0
20315,12,12,52,6,Москва,57,30,Mitsubishi,ASX,117.0,0,644754.0,533,M,0,0,1L,1L,0,1,0,0.0,0,1,10000.0,Москва,-0.03
20324,10,10,53,6,Санкт-Петербург,37,17,Hyundai,ix35,150.0,1,1113900.0,1200,M,0,0,N,N,1,0,0,0.0,0,0,0.0,Санкт-Петербург,0.1
20326,10,10,52,6,Санкт-Петербург,33,15,Renault,Logan,84.0,1,342842.0,1096,M,0,0,1L,1L,0,1,0,0.0,0,1,0.0,Санкт-Петербург,-0.76
20348,9,9,5,4,Санкт-Петербург,27,7,Kia,Sportage,150.0,0,787000.0,1148,M,0,0,0,0,0,1,0,0.0,0,3,0.0,Ленинградская,0.0
20349,9,9,50,5,Москва,32,8,Mercedes-Benz,GLK,249.0,0,1615000.0,N,F,1S,0,0,0,0,0,0,10.0,0,1,0.0,Москва,-0.04
20350,2,2,53,6,Москва,55,2,Kia,Sportage,150.0,0,892906.0,1221,M,2,1L,0,0,0,0,0,49.0,0,2,0.0,Москва,0.26
20353,2,2,53,6,Москва,50,27,Kia,Ceed,129.0,1,479626.0,297,M,0,0,0,0,0,0,0,0.0,0,2,15000.0,Москва,-0.1
20360,2,2,39,1,Санкт-Петербург,35,14,Nissan,X-Trail,169.0,0,577368.0,1191,M,0,0,0,0,1,1,0,0.0,0,4,15000.0,Санкт-Петербург,0.0
20366,9,9,50,5,Санкт-Петербург,39,11,Renault,Sandero,103.0,0,380378.0,N,M,0,0,0,0,0,0,0,0.0,0,3,7500.0,Ленинградская,0.0
20370,10,10,53,6,Санкт-Петербург,27,2,Skoda,Rapid,105.0,1,622700.0,224,M,0,0,N,N,0,0,0,0.0,0,0,10000.0,Ленинградская,-0.46
20373,8,8,53,6,Москва,31,0,Nissan,X-Trail,141.0,0,999999.0,N,F,0,0,2,1L,0,1,0,0.0,0,1,10000.0,Москва,0.0
20379,12,12,15,1,Москва,37,16,BMW,X1,184.0,0,1100000.0,1033,F,0,0,N,N,0,1,0,0.0,0,0,50000.0,Москва,-0.18
20380,9,9,45,1,Санкт-Петербург,39,17,Hyundai,Solaris,123.0,0,377618.0,149,F,0,0,0,0,1,1,0,0.0,0,3,0.0,Санкт-Петербург,0.01
20386,10,10,52,6,Санкт-Петербург,36,14,Toyota,RAV4,148.0,1,875670.0,1188,M,0,0,1L,1L,0,0,0,0.0,0,2,15000.0,Санкт-Петербург,-1.0
20398,10,10,50,5,Санкт-Петербург,66,25,Ford,S-Max,146.0,0,358200.0,N,F,0,0,0,0,1,1,0,0.0,0,6,0.0,Санкт-Петербург,0.05
20404,1,1,50,5,Москва,40,6,Opel,Astra,140.0,0,650000.0,N,M,0,0,0,0,1,1,0,0.0,0,2,30000.0,Москва,0.09
20411,9,9,1,4,Москва,44,21,Mercedes-Benz,Viano,163.0,0,1818461.0,222,M,0,0,0,0,1,1,0,0.0,0,2,0.0,Московская,-0.06
20417,8,8,3,4,Санкт-Петербург,47,7,Land Rover,Freelander,150.0,0,1258246.0,56,F,1S,1S,0,0,0,1,0,0.0,0,1,10000.0,Санкт-Петербург,0.0
20422,12,12,50,5,Москва,34,1,Skoda,Roomster,105.0,0,579800.0,N,F,0,0,N,N,1,1,0,0.0,0,0,10000.0,Московская,-0.28
20426,10,10,53,6,Санкт-Петербург,52,33,Kia,Sportage,136.0,1,1121900.0,485,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,-0.35
20433,1,1,52,6,Санкт-Петербург,57,37,Peugeot,4007,170.0,0,720936.0,N,M,1S,1S,0,0,1,0,0,1.0,0,4,0.0,Санкт-Петербург,0.04
20453,10,10,50,5,Москва,37,12,Land Rover,Range Rover,313.0,0,2340000.0,N,F,0,0,0,0,0,0,0,0.0,0,1,0.0,Москва,0.0
20455,2,2,52,6,Москва,55,28,Kia,Sorento,175.0,0,1033126.0,1372,M,0,0,0,0,0,0,0,0.0,0,2,0.0,Москва,0.08
20459,1,1,23,1,Москва,54,29,Nissan,X-Trail,141.0,0,1000000.0,76,M,0,0,N,N,1,0,0,0.0,0,0,10000.0,Московская,-0.11
20465,2,2,53,6,Санкт-Петербург,45,15,Renault,Scenic,138.0,1,805686.0,1276,M,0,0,0,0,1,1,0,0.0,0,1,0.0,Санкт-Петербург,0.04
20468,10,10,50,5,Санкт-Петербург,32,13,Opel,Insignia,160.0,0,753080.0,N,M,0,0,N,N,1,1,0,0.0,0,0,30000.0,Санкт-Петербург,-0.16
20472,1,1,52,6,Москва,20,2,Honda,Accord,200.0,0,844055.0,1362,M,0,0,2,1S,1,1,0,0.0,0,2,0.0,Москва,0.05
20476,1,1,53,6,Москва,55,31,Kia,Sorento,175.0,0,1719000.0,1221,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Московская,-0.02
20480,2,2,50,5,Москва,37,15,Mercedes-Benz,S,435.0,0,2600000.0,N,M,0,0,N,N,0,0,0,0.0,1,0,30000.0,Москва,-0.02
20484,2,2,8,4,Санкт-Петербург,27,9,Mercedes-Benz,S,585.0,0,6500000.0,186,M,4+,3,N,N,1,1,1,19.0,1,0,0.0,Санкт-Петербург,0.33
20491,8,8,52,6,Москва,60,21,Ford,Explorer,294.0,0,1637530.0,326,M,0,0,0,0,0,1,0,12.0,0,1,0.0,Московская,0.01
20493,11,11,53,6,Санкт-Петербург,34,12,Hyundai,Santa Fe,197.0,0,1481264.0,1200,F,0,0,0,0,1,0,0,0.0,0,2,0.0,Санкт-Петербург,0.04
20504,8,8,50,5,Санкт-Петербург,37,16,Honda,Pilot,249.0,0,1425000.0,N,M,0,0,1L,0,1,1,0,0.0,0,1,30000.0,Санкт-Петербург,-0.01
20507,11,11,53,6,Санкт-Петербург,36,9,Hyundai,ix35,150.0,0,850000.0,485,F,0,0,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,-0.45
20509,1,1,50,5,Москва,40,8,Toyota,Auris,124.0,0,378945.0,N,F,0,0,0,0,1,0,0,0.0,0,4,0.0,Московская,0.05
20544,3,2,15,1,Москва,39,16,Land Rover,Range Rover Evoque,191.0,0,1529235.0,1019,F,0,0,1L,0,1,1,0,0.0,0,3,0.0,Москва,0.05
20552,11,11,52,6,Санкт-Петербург,54,14,Renault,Fluence,106.0,1,507619.0,1096,M,1L,1L,0,0,0,0,0,11.5,0,1,0.0,Ленинградская,0.92
20555,10,10,55,6,Москва,47,6,Skoda,Rapid,105.0,0,650000.0,1096,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Калининградская,0.12
20583,11,11,10,1,Санкт-Петербург,37,16,Renault,Duster,90.0,1,663741.0,1225,F,0,0,N,N,0,1,0,0.0,0,0,0.0,N,-0.6
20586,10,10,53,6,Москва,36,13,Nissan,Qashqai,141.0,1,630000.0,585,M,2,2,1S,1S,0,0,0,14.0,0,3,0.0,Москва,0.61
20589,3,3,52,6,Санкт-Петербург,41,12,Renault,Fluence,137.0,1,656000.0,1096,M,0,0,0,0,0,1,0,0.0,0,1,0.0,Санкт-Петербург,0.04
20604,2,2,50,5,Москва,34,14,Mitsubishi,Lancer X,109.0,0,382725.0,N,M,0,0,0,0,0,0,0,0.0,0,2,15000.0,Москва,0.05
20606,11,11,59,3,Санкт-Петербург,48,11,Ssang Yong,Kyron,141.0,1,596160.0,454,F,1L,0,0,0,0,0,0,84.0,0,4,0.0,N,-0.57
20609,8,8,53,6,Санкт-Петербург,56,6,Skoda,Roomster,105.0,1,572360.0,224,M,0,0,0,0,1,0,0,0.0,0,1,0.0,Санкт-Петербург,0.0
20616,3,3,39,1,Москва,31,10,Ford,Galaxy,199.0,0,1045709.0,890,M,2,2,1L,1L,1,0,0,2.5,0,3,0.0,Москва,1.08
20625,3,3,52,6,Санкт-Петербург,61,30,Renault,Duster,102.0,0,507006.0,1096,M,1S,1S,1L,0,0,1,0,0.0,0,1,0.0,Санкт-Петербург,0.04
20643,3,3,53,6,Санкт-Петербург,45,16,Hyundai,Solaris,123.0,1,556500.0,946,F,1S,1S,1S,1S,0,0,0,6.0,0,1,0.0,Санкт-Петербург,0.04
20644,4,4,52,6,Санкт-Петербург,56,25,Toyota,RAV4,146.0,0,958026.0,1319,F,0,0,0,0,1,0,0,0.0,0,2,0.0,Ленинградская,0.04
20648,8,8,15,1,Москва,32,8,Toyota,Avensis,147.0,0,291600.0,1031,F,0,0,0,0,0,0,0,0.0,0,3,30000.0,Московская,0.0
20650,11,11,55,6,Москва,33,14,Mitsubishi,Outlander,230.0,0,1494990.0,1096,F,0,0,N,N,1,1,0,0.0,0,0,0.0,Московская,-1.0
20663,11,11,52,6,Санкт-Петербург,54,16,BMW,X3,184.0,1,1765000.0,1223,F,0,0,N,N,0,0,0,0.0,0,0,0.0,Ленинградская,-0.11
20670,3,3,59,3,Санкт-Петербург,56,6,Renault,Megane,106.0,1,508670.0,454,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Санкт-Петербург,0.11
20671,12,11,52,6,Москва,61,27,Honda,Pilot,239.0,1,1251463.0,1362,M,0,0,0,0,0,1,0,0.0,0,2,0.0,Московская,0.02
20672,1,1,50,5,Санкт-Петербург,50,30,Nissan,X-Trail,141.0,0,807975.0,N,M,0,0,0,0,1,0,0,0.0,0,2,20000.0,Санкт-Петербург,0.07
20674,12,12,55,6,Москва,35,10,Ford,Kuga,150.0,0,974078.0,1096,M,0,0,0,0,0,1,0,0.0,0,1,0.0,Москва,-0.29
20677,4,3,53,6,Москва,37,13,BMW,7-series,408.0,0,2200000.0,849,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,0.03
20680,12,12,50,5,Санкт-Петербург,38,20,Ford,Mondeo,140.0,0,675000.0,N,M,0,0,2,2,0,1,0,0.0,0,3,10000.0,Ленинградская,-0.22
20688,8,8,52,6,Санкт-Петербург,47,15,BMW,X1,184.0,0,1514000.0,1223,F,2,1L,N,N,0,0,0,0.0,0,0,0.0,Санкт-Петербург,-0.26
20699,8,8,59,3,Санкт-Петербург,44,21,Nissan,Juke,117.0,1,937983.0,437,M,1L,1L,N,N,0,1,0,8.0,0,0,0.0,Санкт-Петербург,-1.0
20702,12,12,2,4,Санкт-Петербург,53,18,BMW,X5,245.0,0,2295000.0,N,M,0,0,1L,1L,1,1,0,0.0,0,1,0.0,Санкт-Петербург,-0.09
20710,3,3,50,5,Санкт-Петербург,46,3,Mitsubishi,ASX,140.0,1,800000.0,N,F,0,0,N,N,0,1,0,0.0,0,0,10000.0,Санкт-Петербург,-0.2
20721,12,12,52,6,Санкт-Петербург,30,6,Renault,Sandero,84.0,1,435502.0,1096,F,1S,1S,0,0,0,1,0,265.0,0,1,0.0,Санкт-Петербург,0.05
20723,4,4,53,6,Санкт-Петербург,56,26,Hyundai,ix35,150.0,1,865018.0,946,M,0,0,0,0,0,0,0,0.0,0,1,0.0,Санкт-Петербург,0.12
20726,3,3,59,3,Санкт-Петербург,33,13,Fiat,Doblo,77.0,0,393073.0,454,F,0,0,0,0,0,1,0,0.0,0,1,30000.0,Санкт-Петербург,-0.01
20727,3,3,55,6,Москва,50,24,Skoda,Superb,152.0,0,900000.0,1324,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,0.0
20732,4,4,54,6,Москва,50,33,Volvo,XC70,181.0,1,1521705.0,1253,M,1L,1L,N,N,0,0,0,1.0,0,0,0.0,Московская,-1.0
20738,1,1,52,6,Москва,43,10,BMW,4-series,184.0,0,1999000.0,1051,F,2,1L,N,N,0,0,0,7.5,0,0,0.0,Москва,0.04
20747,4,4,52,6,Москва,38,13,Chevrolet,Captiva,184.0,0,857072.0,205,M,0,0,1S,1S,1,0,0,0.0,0,1,0.0,Москва,0.22
20759,9,9,55,6,Москва,42,4,Renault,Sandero,103.0,0,318016.0,1252,M,0,0,0,0,1,1,0,0.0,0,3,0.0,Московская,-0.05
20771,11,11,52,6,Санкт-Петербург,49,10,Volkswagen,Passat,200.0,1,1150000.0,7,F,0,0,N,N,0,1,0,0.0,0,0,15000.0,Санкт-Петербург,-0.06
20774,8,8,50,5,Москва,30,1,Hyundai,Solaris,107.0,0,469900.0,N,M,0,0,N,N,0,0,0,0.0,0,0,20000.0,Московская,-0.26
20778,4,4,52,6,Москва,32,2,Nissan,Note,110.0,0,515222.0,910,M,0,0,0,0,1,0,0,0.0,0,2,0.0,Москва,0.15
20791,11,11,53,6,Санкт-Петербург,59,29,BMW,X3,245.0,0,2083640.0,1287,M,1L,0,N,N,0,0,0,0.0,0,0,0.0,Санкт-Петербург,-0.16
20793,4,3,53,6,Москва,27,6,Kia,Sportage,150.0,0,1000000.0,264,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,0.04
20795,4,4,54,6,Москва,33,5,Mitsubishi,Pajero,200.0,0,1695751.0,1286,M,1L,0,2,2,0,0,0,2.0,0,1,20000.0,Владимирская,0.04
20799,11,11,53,6,Санкт-Петербург,42,7,Kia,Sportage,150.0,1,750000.0,1357,F,1S,1S,N,N,0,1,0,67.0,0,0,12500.0,Санкт-Петербург,-0.05
20801,4,4,52,6,Санкт-Петербург,40,11,Fiat,Ducato,120.0,1,1036398.0,493,M,1L,1L,0,0,1,1,0,0.0,0,1,0.0,Санкт-Петербург,-0.14
20815,12,12,50,5,Санкт-Петербург,65,37,Renault,Sandero,102.0,0,469000.0,N,M,0,0,N,N,0,0,0,0.0,0,0,10000.0,Санкт-Петербург,0.13
20823,9,9,55,6,Москва,38,16,Suzuki,Grand Vitara,140.0,0,1100000.0,1252,M,0,0,N,N,1,1,0,0.0,0,0,0.0,Москва,0.0
20824,11,11,53,6,Санкт-Петербург,57,22,Audi,Q5,225.0,1,2290000.0,1241,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Москва,-0.41
20828,11,11,50,5,Санкт-Петербург,42,16,Toyota,Land Cruiser 200,235.0,0,3647000.0,N,M,0,0,N,N,0,1,0,0.0,0,0,50000.0,Санкт-Петербург,0.53
20830,8,8,52,6,Москва,36,14,Suzuki,Grand Vitara,140.0,1,835990.0,326,F,0,0,0,0,0,0,0,0.0,0,1,0.0,Московская,0.01
20831,11,11,52,6,Москва,44,16,BMW,5-series,245.0,0,2520000.0,1051,M,2,2,N,N,0,1,0,6.0,0,0,0.0,Москва,0.58
20841,12,12,50,5,Санкт-Петербург,25,5,Chevrolet,Cruze,141.0,0,500000.0,N,M,2,0,0,0,1,1,0,39.0,0,1,10000.0,Санкт-Петербург,-0.29
20844,12,12,50,5,Санкт-Петербург,37,18,Renault,Sandero,84.0,0,288874.0,N,M,1S,1S,1L,0,1,1,0,51.5,0,3,0.0,Санкт-Петербург,0.0
20848,12,12,17,1,Москва,36,8,Kia,Ceed,129.0,1,573918.0,636,F,0,0,0,0,0,1,0,0.0,0,1,0.0,Московская,-0.31
20859,12,12,53,6,Санкт-Петербург,50,4,Skoda,Fabia,105.0,1,515780.0,641,F,0,0,1L,1L,0,0,0,0.0,0,1,0.0,Санкт-Петербург,-0.38
20867,8,8,6,4,Санкт-Петербург,41,17,УАЗ,3163 Patriot,114.0,1,853940.0,181,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,0.0
20873,12,12,53,6,Санкт-Петербург,42,10,Mitsubishi,ASX,140.0,0,1054000.0,1200,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Санкт-Петербург,0.04
20874,12,12,54,6,Москва,53,16,Land Rover,Range Rover Evoque,190.0,0,1701500.0,344,M,1S,1S,1S,1S,0,0,0,0.0,0,1,0.0,Москва,-1.0
20879,12,12,53,6,Москва,39,11,Renault,Duster,135.0,1,713779.0,674,F,1S,1S,N,N,0,1,0,33.0,0,0,0.0,N,0.04
20882,12,12,60,3,Москва,42,14,Toyota,Corolla,124.0,0,379080.0,N,M,1S,1S,0,0,0,1,0,5.0,0,3,10000.0,Москва,-1.0
20886,12,12,53,6,Москва,32,12,Kia,Sorento,175.0,0,1688270.0,1221,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Московская,-0.35
20895,10,10,54,6,Москва,35,15,BMW,X3,184.0,0,1620000.0,400,F,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,0.0
20906,8,8,11,1,Санкт-Петербург,49,19,Ford,S-Max,140.0,1,1332700.0,365,F,0,0,N,N,0,0,0,0.0,0,0,0.0,Санкт-Петербург,0.0
20907,8,8,53,6,Санкт-Петербург,50,12,Nissan,Juke,94.0,1,596798.0,343,M,1L,0,N,N,0,0,0,12.0,0,0,0.0,Санкт-Петербург,0.0
20910,9,9,24,1,Санкт-Петербург,18,0,BMW,X5,218.0,0,718000.0,489,F,0,0,1S,1S,0,1,0,0.0,0,6,0.0,Санкт-Петербург,0.0
20911,12,12,54,6,Москва,41,10,BMW,X5,249.0,0,4175000.0,400,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,-0.01
20930,10,10,50,5,Москва,37,7,Land Rover,Range Rover Evoque,150.0,1,1990000.0,N,M,0,0,N,N,1,1,0,0.0,0,0,0.0,Московская,0.0
20933,2,2,52,6,Москва,45,13,Jeep,Wrangler,200.0,1,1662140.0,910,M,2,2,0,0,0,1,0,19.0,0,1,0.0,Москва,-0.19
20935,2,2,52,6,Санкт-Петербург,54,16,Hyundai,ix55,250.0,0,1372680.0,1333,M,0,0,0,0,1,1,0,0.0,0,2,0.0,Санкт-Петербург,0.0
20936,2,2,53,6,Санкт-Петербург,45,17,Nissan,Juke,117.0,0,647560.0,461,F,1S,0,0,0,0,1,0,36.0,0,2,0.0,Санкт-Петербург,0.05
20943,10,10,10,1,Москва,29,9,Suzuki,Grand Vitara,106.0,0,566000.0,1063,M,0,0,1L,1L,0,1,0,0.0,0,1,25000.0,Москва,-0.02
20946,10,10,52,6,Санкт-Петербург,30,6,Honda,CR-V,166.0,0,850246.0,N,F,0,0,0,0,0,1,0,0.0,0,5,20000.0,Санкт-Петербург,-0.01
20951,9,9,50,5,Москва,49,7,Ssang Yong,Rexton,164.0,1,850000.0,N,F,1L,1L,N,N,1,1,0,36.0,0,0,0.0,Москва,-1.0
20952,11,11,13,1,Санкт-Петербург,25,6,Volvo,XC60,215.0,0,1450000.0,1092,M,0,0,0,0,0,1,0,0.0,0,2,10000.0,Санкт-Петербург,0.04
20954,11,11,52,6,Москва,48,18,Renault,Duster,102.0,1,673000.0,1341,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Ярославская,-0.56
20957,10,10,59,3,Санкт-Петербург,37,8,Nissan,X-Trail,169.0,1,1133383.0,1257,M,1S,1S,N,N,0,1,0,1.0,0,0,0.0,Санкт-Петербург,0.0
20967,8,8,59,3,Санкт-Петербург,35,18,Kia,Soul,126.0,1,470000.0,454,M,1S,1S,0,0,0,0,0,3.0,0,3,0.0,Санкт-Петербург,0.0
20969,11,11,54,6,Москва,65,9,Geely,Emgrand,98.0,0,469000.0,412,M,1S,1S,N,N,0,0,0,4.0,0,0,0.0,Москва,-0.64
20973,12,12,54,6,Москва,27,6,Toyota,Land Cruiser Prado,173.0,0,1485000.0,N,M,0,0,0,0,0,0,0,0.0,0,1,30000.0,Москва,0.04
20982,12,12,53,6,Санкт-Петербург,51,32,Hyundai,ix35,150.0,1,1023900.0,485,M,1L,1L,N,N,0,1,0,29.5,0,0,17500.0,Санкт-Петербург,0.03
20985,12,12,16,1,Москва,39,18,Toyota,Land Cruiser Prado,173.0,1,2207000.0,1338,F,0,0,N,N,0,1,0,0.0,0,0,0.0,Московская,0.04
20994,1,1,50,5,Москва,34,9,Nissan,Qashqai,150.0,0,657000.0,N,F,0,0,N,N,0,1,0,145.0,0,0,12500.0,Москва,0.37
20997,1,1,52,6,Москва,51,34,Ford,Kuga,150.0,0,1012618.0,910,M,0,0,0,0,0,0,0,0.0,0,1,0.0,Москва,-0.1
21006,12,12,52,6,Санкт-Петербург,51,32,Renault,Logan,102.0,0,497500.0,171,M,0,0,N,N,0,1,0,0.0,0,0,37500.0,Костромская,-1.0
21008,12,12,52,6,Санкт-Петербург,50,17,Skoda,Octavia,102.0,0,430353.0,1096,F,0,0,0,0,0,0,0,0.0,0,4,0.0,Санкт-Петербург,0.17
21019,3,3,52,6,Санкт-Петербург,53,16,Kia,Sportage,150.0,0,834017.0,509,F,0,0,1S,1S,0,1,0,0.0,0,2,0.0,Санкт-Петербург,-0.37
21020,4,4,53,6,Санкт-Петербург,53,33,Hyundai,Solaris,123.0,1,359128.0,917,M,1S,1S,0,0,0,1,0,4.0,0,3,0.0,Санкт-Петербург,0.05
21026,1,1,55,6,Москва,66,15,Hyundai,Matrix,106.0,0,264992.0,1096,M,0,0,0,0,1,0,0,0.0,0,6,5000.0,Москва,0.07
21027,12,12,4,4,Санкт-Петербург,42,15,Volkswagen,Tiguan,140.0,0,900000.0,1312,M,3,2,0,0,0,1,0,0.0,1,4,0.0,Санкт-Петербург,0.0
21032,2,2,52,6,Санкт-Петербург,42,11,Renault,Duster,135.0,0,661002.0,1096,M,0,0,0,0,0,1,0,0.0,0,1,0.0,Санкт-Петербург,0.01
21037,12,12,10,1,Москва,40,20,Land Rover,Discovery,249.0,0,3200000.0,1056,M,1L,1L,N,N,0,1,0,1.0,0,0,0.0,Московская,0.62
21038,12,12,50,5,Москва,49,12,Infiniti,FX,333.0,0,1700000.0,N,F,0,0,N,N,0,0,0,0.0,0,0,10000.0,Москва,-0.02
21052,4,4,52,6,Москва,62,16,Ford,Fusion,101.0,0,446586.0,910,F,0,0,1L,1L,0,0,0,0.0,0,3,0.0,Московская,-0.06
21053,9,9,52,6,Москва,65,24,Kia,Ceed,122.0,0,507089.0,N,M,0,0,0,0,0,1,0,0.0,0,3,0.0,Москва,0.0
21059,12,12,18,1,Москва,34,5,Kia,Sportage,150.0,0,678861.0,840,F,0,0,N,N,0,0,0,1.0,0,0,0.0,Московская,-1.0
21067,5,4,50,5,Москва,43,14,Renault,Megane,113.0,0,267907.0,N,F,1L,1L,0,0,1,1,0,7.0,0,3,5000.0,Москва,-1.0
21076,3,3,6,4,Санкт-Петербург,61,21,Jeep,Liberty,150.0,0,557685.0,376,M,0,0,0,0,0,1,0,0.0,0,4,0.0,Санкт-Петербург,-1.0
21078,4,4,50,5,Москва,38,4,Hyundai,i30,126.0,0,507700.0,N,F,0,0,0,0,0,0,0,0.0,0,4,25000.0,Москва,-0.06
21088,9,9,10,1,Санкт-Петербург,52,13,Hyundai,Porter,80.0,0,226981.0,1157,M,0,0,1L,0,0,1,0,0.0,0,7,0.0,Санкт-Петербург,0.01
21091,12,12,53,6,Санкт-Петербург,37,17,Ford,EcoSport,122.0,1,817360.0,1355,F,0,0,N,N,0,1,0,0.0,0,0,15000.0,Санкт-Петербург,-0.18
21108,6,6,6,4,Санкт-Петербург,39,11,Audi,Q3,170.0,0,1080000.0,244,F,1L,0,0,0,1,1,0,0.0,0,2,0.0,Санкт-Петербург,0.07
